,alias,display_phone,distance,id,image_url,name,phone,price,rating,review_count,url,latitude,longitude,address1,address2,address3,city,zip_code,country,state,display_address,category1,category2,alias,title
10,the-bar-with-no-name-london,+44 7540 528593,3573.131283,wywSYn2OqmP773DAxo5WyQ,https://s3-media1.fl.yelpcdn.com/bphoto/_h94g0cPyb0ENDSbUG3R8w/o.jpg,The Bar With No Name,4.47541E+11,£££,4,82,https://www.yelp.com/biz/the-bar-with-no-name-london?adjust_creative=DyUgVCPdVoHcT1xSjEeaEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DyUgVCPdVoHcT1xSjEeaEw,51.5366566,-0.1011608,69 Colebrooke Row,,,London,N1 8AA,GB,XGL,"69 Colebrooke Row, London N1 8AA",,,cocktailbars,Cocktail Bars
11,novikov-restaurant-and-bar-london,+44 20 7399 4330,753.5037716,y-0qXBp4KMe-JjXSEPRRhA,https://s3-media4.fl.yelpcdn.com/bphoto/V3-Tjn2NNJOjD5Xd2QI7cQ/o.jpg,Novikov Restaurant & Bar,4.42074E+11,££££,3.5,103,https://www.yelp.com/biz/novikov-restaurant-and-bar-london?adjust_creative=DyUgVCPdVoHcT1xSjEeaEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DyUgVCPdVoHcT1xSjEeaEw,51.507668,-0.143015,50 Berkeley Street,,,London,W1J 8HA,GB,XGL,"50 Berkeley Street, London W1J 8HA","{'alias': 'italian', 'title': 'Italian'}","{'alias': 'lounges', 'title': 'Lounges'}",asianfusion,Asian Fusion
12,founders-arms-london,+44 20 7928 1899,2427.94935,owHIUnK6hxEdiISX2DnIdg,https://s3-media2.fl.yelpcdn.com/bphoto/6vT7c4fZ143FHDBET-HBTw/o.jpg,Founders Arms,4.42079E+11,££,4,94,https://www.yelp.com/biz/founders-arms-london?adjust_creative=DyUgVCPdVoHcT1xSjEeaEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DyUgVCPdVoHcT1xSjEeaEw,51.50856165,-0.101550564,52 Hopton Street,,,London,SE1 9JH,GB,XGL,"52 Hopton Street, London SE1 9JH",,,pubs,Pubs
13,the-swan-london-6,+44 20 7262 5204,2841.418231,VomGBPMQALZLfKHCI8_jTg,https://s3-media4.fl.yelpcdn.com/bphoto/EgLvAAhgfFv7VnKTlLtbZQ/o.jpg,The Swan,4.42073E+11,££,4,102,https://www.yelp.com/biz/the-swan-london-6?adjust_creative=DyUgVCPdVoHcT1xSjEeaEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DyUgVCPdVoHcT1xSjEeaEw,51.51165607,-0.176971945,66 Bayswater Road,,,London,W2 3PH,GB,XGL,"66 Bayswater Road, London W2 3PH","{'alias': 'british', 'title': 'British'}",,pubs,Pubs
14,big-easy-london,+44 20 7352 4071,4044.8547,PA45Xv1AQ1gFwXyqHWG2sQ,https://s3-media1.fl.yelpcdn.com/bphoto/RXky_UAUJmfdNCggPij-IA/o.jpg,Big Easy,4.42074E+11,££,3.5,138,https://www.yelp.com/biz/big-easy-london?adjust_creative=DyUgVCPdVoHcT1xSjEeaEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DyUgVCPdVoHcT1xSjEeaEw,51.4852959,-0.1744201,332-334 Kings Road,,,London,SW3 5UR,GB,XGL,"332-334 Kings Road, London SW3 5UR","{'alias': 'bars', 'title': 'Bars'}","{'alias': 'musicvenues', 'title': 'Music Venues'}",tradamerican,American (Traditional)
15,the-alchemist-london-3,+44 20 7283 8800,3924.972425,LpIY4AvlAQZqJEZgcFoFPA,https://s3-media3.fl.yelpcdn.com/bphoto/GDtaV7euTxI1qPu8hbSVqg/o.jpg,The Alchemist,4.42073E+11,££,4,71,https://www.yelp.com/biz/the-alchemist-london-3?adjust_creative=DyUgVCPdVoHcT1xSjEeaEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DyUgVCPdVoHcT1xSjEeaEw,51.5150476,-0.0793474,6 Bevis Marks,,,London,EC3A 7BA,GB,XGL,"6 Bevis Marks, London EC3A 7BA","{'alias': 'coffee', 'title': 'Coffee & Tea'}","{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}",cocktailbars,Cocktail Bars
16,ping-pong-london-36,+44 20 7680 7850,4382.845725,z0VuLvFLvGjKgF30mM_kYw,https://s3-media2.fl.yelpcdn.com/bphoto/MxBM2YVeJoMjczkR6CNLhQ/o.jpg,Ping Pong,4.42077E+11,££,3.5,80,https://www.yelp.com/biz/ping-pong-london-36?adjust_creative=DyUgVCPdVoHcT1xSjEeaEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DyUgVCPdVoHcT1xSjEeaEw,51.50865555,-0.073601998,3 St Katharine's Way,,,London,E1W 1BA,GB,XGL,"3 St Katharines Way, London E1W 1BA","{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}",,dimsum,Dim Sum
17,flight-club-london,+44 20 3019 3093,3570.892209,P33NBF3mTAgFYLmtMljuzg,https://s3-media2.fl.yelpcdn.com/bphoto/1OIS1pXOxmgpWF4vUNiTjw/o.jpg,Flight Club,4.4203E+11,££,4.5,30,https://www.yelp.com/biz/flight-club-london?adjust_creative=DyUgVCPdVoHcT1xSjEeaEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DyUgVCPdVoHcT1xSjEeaEw,51.52206481,-0.08652592,Alphabeta Building,2A Worship Street,,London,EC2A 2AH,GB,XGL,"Alphabeta Building, 2A Worship Street, London EC2A 2AH",,,pubs,Pubs
18,scarfes-bar-london,+44 20 3747 8611,1337.396399,Jh9nA5Ym46r0Gii14LL0lw,https://s3-media2.fl.yelpcdn.com/bphoto/VCyEia1pMIaIddL_XpOstg/o.jpg,Scarfes Bar,4.42037E+11,£££,4.5,30,https://www.yelp.com/biz/scarfes-bar-london?adjust_creative=DyUgVCPdVoHcT1xSjEeaEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DyUgVCPdVoHcT1xSjEeaEw,51.51720376,-0.117948335,Rosewood Hotel,252 High Holborn,,London,WC1V 7EN,GB,XGL,"Rosewood Hotel, 252 High Holborn, London WC1V 7EN",,,cocktailbars,Cocktail Bars
19,the-ship-london,+44 20 7437 8446,177.5200104,gaiqW6X2V0IvvF5YRhDKGw,https://s3-media1.fl.yelpcdn.com/bphoto/q3vqVazm_sv8xLoDRpMLUw/o.jpg,The Ship,4.42074E+11,££,4,41,https://www.yelp.com/biz/the-ship-london?adjust_creative=DyUgVCPdVoHcT1xSjEeaEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DyUgVCPdVoHcT1xSjEeaEw,51.51403556,-0.134263899,116 Wardour Street,,,London,W1F 0TT,GB,XGL,"116 Wardour Street, London W1F 0TT","{'alias': 'burgers', 'title': 'Burgers'}","{'alias': 'sandwiches', 'title': 'Sandwiches'}",pubs,Pubs
20,the-booking-office-bar-and-restaurant-london-2,+44 20 7841 3566,2002.663853,fwxYUA9SUQfFicYwE-frKw,https://s3-media3.fl.yelpcdn.com/bphoto/LditPgPXZb_kRxhP8xnmRw/o.jpg,The Booking Office Bar & Restaurant,4.42078E+11,£££,4,52,https://www.yelp.com/biz/the-booking-office-bar-and-restaurant-london-2?adjust_creative=DyUgVCPdVoHcT1xSjEeaEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DyUgVCPdVoHcT1xSjEeaEw,51.5298017,-0.1262431,Euston Road,,,London,NW1 2AR,GB,XGL,"Euston Road, London NW1 2AR","{'alias': 'modern_european', 'title': 'Modern European'}","{'alias': 'british', 'title': 'British'}",bars,Bars
21,dalloway-terrace-london,+44 20 7347 1221,681.2327178,zZQdJRJ1hqFuNWmCuOictg,https://s3-media1.fl.yelpcdn.com/bphoto/pgstCtH6AF7Cpj3flhx06A/o.jpg,Dalloway Terrace,4.42073E+11,£££,4.5,24,https://www.yelp.com/biz/dalloway-terrace-london?adjust_creative=DyUgVCPdVoHcT1xSjEeaEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DyUgVCPdVoHcT1xSjEeaEw,51.51723027,-0.129096713,16-22 Great Russell Street,,,London,WC1B 3NN,GB,XGL,"16-22 Great Russell Street, London WC1B 3NN","{'alias': 'british', 'title': 'British'}","{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}",cocktailbars,Cocktail Bars
22,the-market-porter-london,+44 20 7407 2495,3198.695753,Z1mJwkOc63wHCk_vckaQ6g,https://s3-media4.fl.yelpcdn.com/bphoto/ZholvhazZfJXjNpsPg1RmA/o.jpg,The Market Porter,4.42074E+11,££,3.5,58,https://www.yelp.com/biz/the-market-porter-london?adjust_creative=DyUgVCPdVoHcT1xSjEeaEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DyUgVCPdVoHcT1xSjEeaEw,51.5053296,-0.0913415,9 Stoney Street,,,London,SE1 9AA,GB,XGL,"9 Stoney Street, London SE1 9AA","{'alias': 'british', 'title': 'British'}",,pubs,Pubs
23,leinster-arms-london,+44 20 7402 4670,3248.683374,Rugom03-YkWplCoxMGdkzw,https://s3-media2.fl.yelpcdn.com/bphoto/jgxU2oV2kp04QxRsoocBJw/o.jpg,Leinster Arms,4.42074E+11,££,4,42,https://www.yelp.com/biz/leinster-arms-london?adjust_creative=DyUgVCPdVoHcT1xSjEeaEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DyUgVCPdVoHcT1xSjEeaEw,51.5116842,-0.1828815,17 Leinster Terrace,,,London,W2 3EU,GB,XGL,"17 Leinster Terrace, London W2 3EU",,,pubs,Pubs
24,spaghetti-house-london-11,+44 20 7636 6582,778.9029559,eHECpyAZ7Hm0bFjqh1eloA,https://s3-media1.fl.yelpcdn.com/bphoto/EmsDBMzcRhgPsjimUj06YA/o.jpg,Spaghetti House,4.42076E+11,££,4,35,https://www.yelp.com/biz/spaghetti-house-london-11?adjust_creative=DyUgVCPdVoHcT1xSjEeaEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DyUgVCPdVoHcT1xSjEeaEw,51.51977,-0.134364,15 Goodge Street,,,London,W1T 2PQ,GB,XGL,"15 Goodge Street, London W1T 2PQ","{'alias': 'wine_bars', 'title': 'Wine Bars'}","{'alias': 'burgers', 'title': 'Burgers'}",italian,Italian
25,the-phoenix-london-5,+44 20 7828 8136,1621.519833,JKRzUDwwuwY-Oi0B7yBiXg,https://s3-media2.fl.yelpcdn.com/bphoto/0bI_MpI1pRtMNkfLdzc69w/o.jpg,The Phoenix,4.42078E+11,££,3.5,67,https://www.yelp.com/biz/the-phoenix-london-5?adjust_creative=DyUgVCPdVoHcT1xSjEeaEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DyUgVCPdVoHcT1xSjEeaEw,51.498801,-0.142395,14 Palace Street,,,London,SW1E 5JA,GB,XGL,"14 Palace Street, London SW1E 5JA","{'alias': 'british', 'title': 'British'}","{'alias': 'venues', 'title': 'Venues & Event Spaces'}",pubs,Pubs
26,holborn-dining-room-london,+44 20 3747 8633,1373.467061,AOA6008C-ZtN6qZPvNn2Ig,https://s3-media4.fl.yelpcdn.com/bphoto/DPbbFJO7Pyt8VTE8bc7r2Q/o.jpg,Holborn Dining Room,4.42037E+11,£££,4,36,https://www.yelp.com/biz/holborn-dining-room-london?adjust_creative=DyUgVCPdVoHcT1xSjEeaEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DyUgVCPdVoHcT1xSjEeaEw,51.51776994,-0.117759815,252 High Holborn,,,London,WC1V 7EN,GB,XGL,"252 High Holborn, London WC1V 7EN","{'alias': 'delis', 'title': 'Delis'}","{'alias': 'bars', 'title': 'Bars'}",british,British
27,monmouth-kitchen-london,+44 20 7845 8607,621.3015876,BxLOgE8-LkyFvpctaEIf2Q,https://s3-media2.fl.yelpcdn.com/bphoto/DMzVpzMywNz8_zpDrb8fhg/o.jpg,Monmouth Kitchen,4.42078E+11,£££,4,29,https://www.yelp.com/biz/monmouth-kitchen-london?adjust_creative=DyUgVCPdVoHcT1xSjEeaEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DyUgVCPdVoHcT1xSjEeaEw,51.514233,-0.127168,20 Mercer Street,Covent Garden,,London,WC2H 9HD,GB,XGL,"20 Mercer Street, Covent Garden, London WC2H 9HD","{'alias': 'peruvian', 'title': 'Peruvian'}","{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}",mediterranean,Mediterranean
28,the-barge-house-london,+44 20 7249 0765,4682.087331,n7vXgfapPy4uGLgqsUTDyg,https://s3-media4.fl.yelpcdn.com/bphoto/hde833G10tHOwTpdQYgLjw/o.jpg,The Barge House,4.42072E+11,££,4,27,https://www.yelp.com/biz/the-barge-house-london?adjust_creative=DyUgVCPdVoHcT1xSjEeaEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DyUgVCPdVoHcT1xSjEeaEw,51.5372997,-0.0808728,46 De Beauvoir Crescent,,,London,N1 5RY,GB,XGL,"46 De Beauvoir Crescent, London N1 5RY","{'alias': 'british', 'title': 'British'}",,lounges,Lounges
29,the-gibson-london,+44 20 7608 2774,3005.930146,70OJO0VBseZSpCaZ9mriTg,https://s3-media2.fl.yelpcdn.com/bphoto/6CxDFi62fp0FSRM2AFecPA/o.jpg,The Gibson,4.42076E+11,££,4.5,15,https://www.yelp.com/biz/the-gibson-london?adjust_creative=DyUgVCPdVoHcT1xSjEeaEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DyUgVCPdVoHcT1xSjEeaEw,51.5239276,-0.0964486,44 Old Street,,,London,EC1V 9AQ,GB,XGL,"44 Old Street, London EC1V 9AQ",,,cocktailbars,Cocktail Bars
30,the-palm-tree-london,+44 20 8980 2918,6849.846938,bHLLIMeu4mogxoYsGlmcxQ,https://s3-media3.fl.yelpcdn.com/bphoto/3v733xXB7uzdKGQBE1ofmg/o.jpg,The Palm Tree,4.4209E+11,££,4.5,31,https://www.yelp.com/biz/the-palm-tree-london?adjust_creative=DyUgVCPdVoHcT1xSjEeaEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DyUgVCPdVoHcT1xSjEeaEw,51.52913121,-0.040479898,127 Grove Road,Mile End,,London,E3 5BH,GB,XGL,"127 Grove Road, Mile End, London E3 5BH",,,pubs,Pubs
31,the-cock-and-bottle-london-2,+44 20 7229 1550,4274.086748,FzrRg1-nCAW2R0KJBdDCFA,https://s3-media4.fl.yelpcdn.com/bphoto/vbrbSV80_v0sKardmCUamw/o.jpg,The Cock & Bottle,4.42072E+11,££,4.5,19,https://www.yelp.com/biz/the-cock-and-bottle-london-2?adjust_creative=DyUgVCPdVoHcT1xSjEeaEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DyUgVCPdVoHcT1xSjEeaEw,51.515413,-0.197582,17 Needham Road,,,London,W11 2RP,GB,XGL,"17 Needham Road, London W11 2RP",,,pubs,Pubs
32,searcys-st-pancras-restaurant-and-champagne-bar-london,+44 20 7870 9900,2085.469514,Tp9hf6I8QThx19E85zgBrA,https://s3-media1.fl.yelpcdn.com/bphoto/M9qfvLniEZc4FWfHP4aVkQ/o.jpg,Searcys St Pancras Restaurant and Champagne Bar,4.42079E+11,£££,3.5,54,https://www.yelp.com/biz/searcys-st-pancras-restaurant-and-champagne-bar-london?adjust_creative=DyUgVCPdVoHcT1xSjEeaEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DyUgVCPdVoHcT1xSjEeaEw,51.53068971,-0.126725974,Grand Terrace Upper Concourse,St Pancras International Station,,London,N1C 4QL,GB,XGL,"Grand Terrace Upper Concourse, St Pancras International Station, London N1C 4QL","{'alias': 'british', 'title': 'British'}",,champagne_bars,Champagne Bars
33,the-albert-london-3,+44 20 7222 5577,1682.743278,Hau6XfpZTKv_H07WUgCF2w,https://s3-media2.fl.yelpcdn.com/bphoto/PIra7896DRFdg5xfqCLUvg/o.jpg,The Albert,4.42072E+11,££,3,72,https://www.yelp.com/biz/the-albert-london-3?adjust_creative=DyUgVCPdVoHcT1xSjEeaEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DyUgVCPdVoHcT1xSjEeaEw,51.49770472,-0.135515265,52 Victoria Street,,,London,SW1H 0NP,GB,XGL,"52 Victoria Street, London SW1H 0NP","{'alias': 'british', 'title': 'British'}","{'alias': 'fishnchips', 'title': 'Fish & Chips'}",pubs,Pubs
34,meat-people-london,+44 20 7359 5361,3532.142357,f1S9DYmRFzU7VrYq4TKFGQ,https://s3-media2.fl.yelpcdn.com/bphoto/YIRPKH7I8R0kcZyIS-bG5Q/o.jpg,Meat People,4.42074E+11,££,4,33,https://www.yelp.com/biz/meat-people-london?adjust_creative=DyUgVCPdVoHcT1xSjEeaEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DyUgVCPdVoHcT1xSjEeaEw,51.536386,-0.101694,4-6 Essex Road,,,London,N1 8LN,GB,XGL,"4-6 Essex Road, London N1 8LN","{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}",,steak,Steakhouses
35,belgo-holborn-london,+44 20 7242 7469,1186.259058,vocD6ZhFuweQ9rwQ1R5Tog,https://s3-media1.fl.yelpcdn.com/bphoto/b13hyeK63b8watgZYkPYpA/o.jpg,Belgo Holborn,4.42072E+11,££,3.5,54,https://www.yelp.com/biz/belgo-holborn-london?adjust_creative=DyUgVCPdVoHcT1xSjEeaEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DyUgVCPdVoHcT1xSjEeaEw,51.5156121,-0.1192989,67 Kingsway,,,London,WC2B 6TD,GB,XGL,"67 Kingsway, London WC2B 6TD","{'alias': 'belgian', 'title': 'Belgian'}",,bars,Bars
36,the-botanist-london,+44 20 7730 0077,2647.640523,FH635ALx8LB0wE-yDelrNw,https://s3-media3.fl.yelpcdn.com/bphoto/bCAlMjH799YhyTtHOMvvQg/o.jpg,The Botanist,4.42077E+11,£££,3.5,67,https://www.yelp.com/biz/the-botanist-london?adjust_creative=DyUgVCPdVoHcT1xSjEeaEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DyUgVCPdVoHcT1xSjEeaEw,51.49290791,-0.156892381,7 Sloane Square,,,London,SW1W 8EE,GB,XGL,"7 Sloane Square, London SW1W 8EE","{'alias': 'brasseries', 'title': 'Brasseries'}","{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}",british,British
37,novello-theatre-london,+44 844 482 5171,1166.945191,rl1OBMhuPiMPKcfbll-2wQ,https://s3-media3.fl.yelpcdn.com/bphoto/VH6LUXNcyej_XkDaDhro1g/o.jpg,Novello Theatre,4.48445E+11,££,4.5,18,https://www.yelp.com/biz/novello-theatre-london?adjust_creative=DyUgVCPdVoHcT1xSjEeaEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DyUgVCPdVoHcT1xSjEeaEw,51.51223607,-0.119120302,Aldwych,,,London,WC2B 4LD,GB,XGL,"Aldwych, London WC2B 4LD","{'alias': 'musicvenues', 'title': 'Music Venues'}",,theater,Performing Arts
38,london-grind-london,+44 20 3019 7178,3344.260499,Q8tBpAt5TKOOMGJjPxBKmA,https://s3-media3.fl.yelpcdn.com/bphoto/EFYOJilRALNk7xMxcaqdZw/o.jpg,London Grind,4.4203E+11,££,3.5,40,https://www.yelp.com/biz/london-grind-london?adjust_creative=DyUgVCPdVoHcT1xSjEeaEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DyUgVCPdVoHcT1xSjEeaEw,51.506642,-0.088668,2 London Bridge,,,London,SW1Y 4UY,GB,XGL,"2 London Bridge, London SW1Y 4UY","{'alias': 'coffee', 'title': 'Coffee & Tea'}","{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}",cocktailbars,Cocktail Bars
39,old-ship-london,+44 20 8748 2593,7614.128049,ygZUkfcKVeWsm90M13SOoA,https://s3-media4.fl.yelpcdn.com/bphoto/rzIeb6SvZeoO1RfUo_MwvA/o.jpg,Old Ship,4.42087E+11,££,4,30,https://www.yelp.com/biz/old-ship-london?adjust_creative=DyUgVCPdVoHcT1xSjEeaEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DyUgVCPdVoHcT1xSjEeaEw,51.49035458,-0.239860745,25 Upper Mall,,,London,W6 9TD,GB,XGL,"25 Upper Mall, London W6 9TD",,,pubs,Pubs
