,alias,display_phone,distance,id,image_url,name,phone,price,rating,review_count,url,latitude,longitude,address1,address2,address3,city,zip_code,country,state,display_address,category1,category2,alias,title
10,e-pellicci-london,+44 20 7739 4873,5234.916022,wqZucWHydm2qx-iUCUyJpQ,https://s3-media2.fl.yelpcdn.com/bphoto/cbkqENhmH_SsPfKurfKSbQ/o.jpg,E Pellicci,4.42077E+11,£,4.5,80,https://www.yelp.com/biz/e-pellicci-london?adjust_creative=DyUgVCPdVoHcT1xSjEeaEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DyUgVCPdVoHcT1xSjEeaEw,51.526516,-0.06356116,332 Bethnal Green Road,,,London,E2 0AG,GB,XGL,"332 Bethnal Green Road, London E2 0AG","{alias: cafes, title: Cafes}","{alias: breakfast_brunch, title: Breakfast & Brunch}",italian,Italian
11,the-o2-london,+44 20 8463 2000,9675.324192,Z8x3ohWA5FJSHXw8D9sOuA,https://s3-media2.fl.yelpcdn.com/bphoto/YseiCH_BeYmkhtj1-dNYNA/o.jpg,The O2,4.42085E+11,££,4,193,https://www.yelp.com/biz/the-o2-london?adjust_creative=DyUgVCPdVoHcT1xSjEeaEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DyUgVCPdVoHcT1xSjEeaEw,51.5028391,0.002918243,Peninsula Sq,,,London,SE10 0DX,GB,XGL,"Peninsula Sq, London SE10 0DX","{alias: venues, title: Venues & Event Spaces}","{alias: restaurants, title: Restaurants}",musicvenues,Music Venues
12,shake-shack-covent-garden-london-4,+44 1923 555129,937.6010223,vmBxOLRJEme7m-wR5CdgcQ,https://s3-media1.fl.yelpcdn.com/bphoto/-b9pmraTBa4b90ozXDea2A/o.jpg,Shake Shack Covent Garden,4.41924E+11,££,3.5,235,https://www.yelp.com/biz/shake-shack-covent-garden-london-4?adjust_creative=DyUgVCPdVoHcT1xSjEeaEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DyUgVCPdVoHcT1xSjEeaEw,51.511818,-0.122506,24 Market Building,The Piazza,Covent Garden,London,WC2E 8RD,GB,XGL,"24 Market Building, The Piazza, Covent Garden, London WC2E 8RD","{alias: newamerican, title: American (New)}","{alias: hotdogs, title: Fast Food}",burgers,Burgers
13,j-sheekey-london,+44 20 7240 2565,604.2979487,53xMA0EnbmYXvgYXatQQMg,https://s3-media4.fl.yelpcdn.com/bphoto/jJNh4B2f_vNKKFHktGVjSQ/o.jpg,J Sheekey,4.42072E+11,£££,4,126,https://www.yelp.com/biz/j-sheekey-london?adjust_creative=DyUgVCPdVoHcT1xSjEeaEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DyUgVCPdVoHcT1xSjEeaEw,51.51091,-0.12791,28-34 St Martins Court,,,London,WC2N 4AL,GB,XGL,"28-34 St Martins Court, London WC2N 4AL",,,seafood,Seafood
14,original-lahore-kebab-house-london-2,+44 20 7481 9738,5042.674844,c882HP3a61-JQnp5LTy6SQ,https://s3-media2.fl.yelpcdn.com/bphoto/SXiT2ybe4iNy-1yZJyolYg/o.jpg,Original Lahore Kebab House,4.42075E+11,££,4,136,https://www.yelp.com/biz/original-lahore-kebab-house-london-2?adjust_creative=DyUgVCPdVoHcT1xSjEeaEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DyUgVCPdVoHcT1xSjEeaEw,51.51461,-0.0630949,2-10 Umberston Street,,,London,E1 1PY,GB,XGL,"2-10 Umberston Street, London E1 1PY","{alias: pakistani, title: Pakistani}","{alias: halal, title: Halal}",indpak,Indian
15,jinjuu-london,+44 20 8181 8887,209.107682,XHCHzTZOxyXFIaI52rU4CQ,https://s3-media1.fl.yelpcdn.com/bphoto/MkSk8Z5UXctNn0Uyh-egjQ/o.jpg,Jinjuu,4.42082E+11,£££,4,91,https://www.yelp.com/biz/jinjuu-london?adjust_creative=DyUgVCPdVoHcT1xSjEeaEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DyUgVCPdVoHcT1xSjEeaEw,51.51239547,-0.138893651,15 Kingly Street,,,London,W1B 5PS,GB,XGL,"15 Kingly Street, London W1B 5PS",,,korean,Korean
16,casa-tua-london-2,+44 20 7833 1483,1855.786405,E_3NekwxctQ3BzN7tLKk2A,https://s3-media1.fl.yelpcdn.com/bphoto/rRU7bwEPDvoE2zhRkHl_2g/o.jpg,Casa Tua,4.42078E+11,£,4.5,39,https://www.yelp.com/biz/casa-tua-london-2?adjust_creative=DyUgVCPdVoHcT1xSjEeaEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DyUgVCPdVoHcT1xSjEeaEw,51.5276449,-0.123588236,106 Cromer Street,,,London,WC1H 8BZ,GB,XGL,"106 Cromer Street, London WC1H 8BZ","{alias: italian, title: Italian}","{alias: breakfast_brunch, title: Breakfast & Brunch}",coffee,Coffee & Tea
17,oxo-tower-restaurant-south-bank-2,+44 20 7803 3888,1970.03506,yEo_5mmozlhGpwUWEqaw9w,https://s3-media1.fl.yelpcdn.com/bphoto/_og1SEXY0pG5_yVSnM7xLQ/o.jpg,OXO Tower Restaurant,4.42078E+11,£££,4,177,https://www.yelp.com/biz/oxo-tower-restaurant-south-bank-2?adjust_creative=DyUgVCPdVoHcT1xSjEeaEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DyUgVCPdVoHcT1xSjEeaEw,51.508346,-0.108418,8th Floor Oxo Tower Wharf,Barge House Street,,South Bank,SE1 9PH,GB,XGL,"8th Floor Oxo Tower Wharf, Barge House Street, South Bank SE1 9PH","{alias: cocktailbars, title: Cocktail Bars}",,british,British
18,lucky-voice-london-3,+44 20 7354 6280,3910.048913,p_-GiRP5Huxg-Sx72XeegQ,https://s3-media2.fl.yelpcdn.com/bphoto/OJUH9TM-3ZMymBtrXcaZtA/o.jpg,Lucky Voice,4.42074E+11,££,4.5,70,https://www.yelp.com/biz/lucky-voice-london-3?adjust_creative=DyUgVCPdVoHcT1xSjEeaEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DyUgVCPdVoHcT1xSjEeaEw,51.5415289,-0.1030855,173-174 Upper Street,,,London,N1 1RG,GB,XGL,"173-174 Upper Street, London N1 1RG","{alias: bars, title: Bars}","{alias: pizza, title: Pizza}",karaoke,Karaoke
19,curzon-soho-london-3,+44 333 321 0104,369.350308,GJ7r7JH_HXs_j-cQDt-0Cg,https://s3-media1.fl.yelpcdn.com/bphoto/N-5Cb0j_zedZYSd17QjQJg/o.jpg,Curzon Soho,4.43333E+11,£££,4.5,72,https://www.yelp.com/biz/curzon-soho-london-3?adjust_creative=DyUgVCPdVoHcT1xSjEeaEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DyUgVCPdVoHcT1xSjEeaEw,51.512637,-0.130628,99 Shaftesbury Avenue,,,London,W1D 5DY,GB,XGL,"99 Shaftesbury Avenue, London W1D 5DY","{alias: cafes, title: Cafes}","{alias: bars, title: Bars}",movietheaters,Cinema
20,momo-london,+44 20 7434 4040,358.4416108,AM2d672O6FjDpL82iVWTlg,https://s3-media1.fl.yelpcdn.com/bphoto/YwiCdWQ46YoK9nGftCY_bA/o.jpg,Momo,4.42074E+11,£££,4,114,https://www.yelp.com/biz/momo-london?adjust_creative=DyUgVCPdVoHcT1xSjEeaEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DyUgVCPdVoHcT1xSjEeaEw,51.5111056,-0.1403264,25-27 Heddon Street,,,London,W1B 4BH,GB,XGL,"25-27 Heddon Street, London W1B 4BH","{alias: bars, title: Bars}","{alias: breakfast_brunch, title: Breakfast & Brunch}",moroccan,Moroccan
21,piebury-corner-london-4,+44 20 7700 5441,4602.876484,HaYOqwNtC6JK2uuGmr1KGg,https://s3-media4.fl.yelpcdn.com/bphoto/3-ozW-aDRq3uEnFudGS0mQ/o.jpg,Piebury Corner,4.42077E+11,£,5,34,https://www.yelp.com/biz/piebury-corner-london-4?adjust_creative=DyUgVCPdVoHcT1xSjEeaEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DyUgVCPdVoHcT1xSjEeaEw,51.55100632,-0.110469997,209-211 Holloway Road,,,London,N7 8DL,GB,XGL,"209-211 Holloway Road, London N7 8DL",,,british,British
22,marcus-london-2,+44 20 7235 1200,1846.770661,ov2m0xEjirn1Gll0MOhUqw,https://s3-media4.fl.yelpcdn.com/bphoto/TwsxSfpVNIKtS1c6NnNTHg/o.jpg,Marcus,4.42072E+11,££££,4,58,https://www.yelp.com/biz/marcus-london-2?adjust_creative=DyUgVCPdVoHcT1xSjEeaEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DyUgVCPdVoHcT1xSjEeaEw,51.5016612,-0.1556969,The Berkeley,Wilton Place,,London,SW1X 7RL,GB,XGL,"The Berkeley, Wilton Place, London SW1X 7RL","{alias: modern_european, title: Modern European}","{alias: british, title: British}",french,French
23,chutney-mary-london-2,+44 20 7629 6688,814.4623954,qfRtV1LrQdLXFWnvXuTquw,https://s3-media3.fl.yelpcdn.com/bphoto/vzIPlNkQtNStQnu5T_-rZg/o.jpg,Chutney Mary,4.42076E+11,£££,4,60,https://www.yelp.com/biz/chutney-mary-london-2?adjust_creative=DyUgVCPdVoHcT1xSjEeaEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DyUgVCPdVoHcT1xSjEeaEw,51.5055809,-0.1385833,73 St Jamess Street,,,London,SW1A 1PH,GB,XGL,"73 St Jamess Street, London SW1A 1PH",,,indpak,Indian
24,govindas-restaurant-london-2,+44 20 3687 0617,398.9245442,PCP32dk4euUG21mX0kp5aw,https://s3-media1.fl.yelpcdn.com/bphoto/6D8vdJzulEB1nUMtVNtjCQ/o.jpg,Govindas Restaurant,4.42037E+11,£,4,85,https://www.yelp.com/biz/govindas-restaurant-london-2?adjust_creative=DyUgVCPdVoHcT1xSjEeaEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DyUgVCPdVoHcT1xSjEeaEw,51.515878,-0.132808,10 Soho Street,,,London,W1D 3DL,GB,XGL,"10 Soho Street, London W1D 3DL","{alias: indpak, title: Indian}","{alias: italian, title: Italian}",vegetarian,Vegetarian
25,over-under-coffee-london-2,+44 7944 494555,4556.965562,BNAddFkvoUGR1l6AL32p8w,https://s3-media1.fl.yelpcdn.com/bphoto/fayedSawKOwV5ef7lQcJ-g/o.jpg,Over Under Coffee,4.47944E+11,£,4.5,31,https://www.yelp.com/biz/over-under-coffee-london-2?adjust_creative=DyUgVCPdVoHcT1xSjEeaEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DyUgVCPdVoHcT1xSjEeaEw,51.4923794,-0.1930041,181A Earls Court Road,,,London,SW5 9RD,GB,XGL,"181A Earls Court Road, London SW5 9RD","{alias: salad, title: Salad}","{alias: sandwiches, title: Sandwiches}",coffee,Coffee & Tea
26,ippudo-london-london,+44 20 7240 4469,673.0671823,Hvbk55LNiACTp8RQghRPuQ,https://s3-media1.fl.yelpcdn.com/bphoto/sDFc_nFTHA5WtvmcLO7UKg/o.jpg,Ippudo London,4.42072E+11,££,3.5,100,https://www.yelp.com/biz/ippudo-london-london?adjust_creative=DyUgVCPdVoHcT1xSjEeaEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DyUgVCPdVoHcT1xSjEeaEw,51.51575324,-0.127433787,3 Central Saint Giles piazza,Saint Giles High Street,,London,WC2H 8AG,GB,XGL,"3 Central Saint Giles piazza, Saint Giles High Street, London WC2H 8AG",,,ramen,Ramen
27,sartori-restaurant-london-2,+44 20 7836 6308,560.7276074,VpXOD3pTsTMGy7cqtpNuNA,https://s3-media2.fl.yelpcdn.com/bphoto/mdZm7e1S87f5Iy-3F-7r4g/o.jpg,Sartori Restaurant,4.42078E+11,££,4,67,https://www.yelp.com/biz/sartori-restaurant-london-2?adjust_creative=DyUgVCPdVoHcT1xSjEeaEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DyUgVCPdVoHcT1xSjEeaEw,51.51179123,-0.128004,15 Great Newport Street,,,London,WC2H 7JE,GB,XGL,"15 Great Newport Street, London WC2H 7JE","{alias: italian, title: Italian}",,pizza,Pizza
28,novikov-restaurant-and-bar-london,+44 20 7399 4330,753.5037716,y-0qXBp4KMe-JjXSEPRRhA,https://s3-media4.fl.yelpcdn.com/bphoto/V3-Tjn2NNJOjD5Xd2QI7cQ/o.jpg,Novikov Restaurant & Bar,4.42074E+11,££££,3.5,103,https://www.yelp.com/biz/novikov-restaurant-and-bar-london?adjust_creative=DyUgVCPdVoHcT1xSjEeaEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DyUgVCPdVoHcT1xSjEeaEw,51.507668,-0.143015,50 Berkeley Street,,,London,W1J 8HA,GB,XGL,"50 Berkeley Street, London W1J 8HA","{alias: italian, title: Italian}","{alias: lounges, title: Lounges}",asianfusion,Asian Fusion
29,the-swan-london-6,+44 20 7262 5204,2841.418231,VomGBPMQALZLfKHCI8_jTg,https://s3-media4.fl.yelpcdn.com/bphoto/EgLvAAhgfFv7VnKTlLtbZQ/o.jpg,The Swan,4.42073E+11,££,4,101,https://www.yelp.com/biz/the-swan-london-6?adjust_creative=DyUgVCPdVoHcT1xSjEeaEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DyUgVCPdVoHcT1xSjEeaEw,51.51165607,-0.176971945,66 Bayswater Road,,,London,W2 3PH,GB,XGL,"66 Bayswater Road, London W2 3PH","{alias: british, title: British}",,pubs,Pubs
30,rasa-n16-london,+44 20 7249 0344,6857.343228,BogNPVbMUeYc1VChxU56vw,https://s3-media1.fl.yelpcdn.com/bphoto/ntSyouUdw6o08DwjP9aG7A/o.jpg,Rasa N16,4.42072E+11,££,4,67,https://www.yelp.com/biz/rasa-n16-london?adjust_creative=DyUgVCPdVoHcT1xSjEeaEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DyUgVCPdVoHcT1xSjEeaEw,51.5620387,-0.0762189,55 Stoke Newinghton Church Street,,,London,N16 0AR,GB,XGL,"55 Stoke Newinghton Church Street, London N16 0AR",,,indpak,Indian
31,mumbai-delight-london-2,+44 20 7091 0043,3497.422918,iu8y4bnF7sVL8tTzx8O4Ug,https://s3-media2.fl.yelpcdn.com/bphoto/c5ZIrl-TiVibNtfHrJy5WQ/o.jpg,Mumbai Delight,4.42071E+11,££,4.5,27,https://www.yelp.com/biz/mumbai-delight-london-2?adjust_creative=DyUgVCPdVoHcT1xSjEeaEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DyUgVCPdVoHcT1xSjEeaEw,51.4822501,-0.1241705,51A South Lambeth Road,,,London,SW8 1RH,GB,XGL,"51A South Lambeth Road, London SW8 1RH",,,indpak,Indian
32,big-easy-london,+44 20 7352 4071,4050.410859,PA45Xv1AQ1gFwXyqHWG2sQ,https://s3-media1.fl.yelpcdn.com/bphoto/RXky_UAUJmfdNCggPij-IA/o.jpg,Big Easy,4.42074E+11,££,3.5,138,https://www.yelp.com/biz/big-easy-london?adjust_creative=DyUgVCPdVoHcT1xSjEeaEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DyUgVCPdVoHcT1xSjEeaEw,51.4852959,-0.1744201,332-334 Kings Road,,,London,SW3 5UR,GB,XGL,"332-334 Kings Road, London SW3 5UR","{alias: bars, title: Bars}","{alias: musicvenues, title: Music Venues}",tradamerican,American (Traditional)
33,honest-burgers-london-27,+44 20 3019 6440,3310.315815,ErQc9MSdo_TwFNseZnOcQg,https://s3-media4.fl.yelpcdn.com/bphoto/KrdJnZfXpUKd_i3YGUH7SA/o.jpg,Honest Burgers,4.4203E+11,££,4.5,38,https://www.yelp.com/biz/honest-burgers-london-27?adjust_creative=DyUgVCPdVoHcT1xSjEeaEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DyUgVCPdVoHcT1xSjEeaEw,51.494386,-0.173491,24 Thurloe Street,,,London,SW7 2LT,GB,XGL,"24 Thurloe Street, London SW7 2LT",,,burgers,Burgers
34,the-alchemist-london-3,+44 20 7283 8800,3924.972425,LpIY4AvlAQZqJEZgcFoFPA,https://s3-media3.fl.yelpcdn.com/bphoto/GDtaV7euTxI1qPu8hbSVqg/o.jpg,The Alchemist,4.42073E+11,££,4,71,https://www.yelp.com/biz/the-alchemist-london-3?adjust_creative=DyUgVCPdVoHcT1xSjEeaEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DyUgVCPdVoHcT1xSjEeaEw,51.5150476,-0.0793474,6 Bevis Marks,,,London,EC3A 7BA,GB,XGL,"6 Bevis Marks, London EC3A 7BA","{alias: coffee, title: Coffee & Tea}","{alias: breakfast_brunch, title: Breakfast & Brunch}",cocktailbars,Cocktail Bars
35,frenchie-covent-garden-london,+44 20 7836 4422,858.1367518,UKdzb5sW5r7x2AY3KctVUg,https://s3-media3.fl.yelpcdn.com/bphoto/vAUUBPJrlmz-IWcBhBMzkw/o.jpg,Frenchie Covent Garden,4.42078E+11,£££,4.5,36,https://www.yelp.com/biz/frenchie-covent-garden-london?adjust_creative=DyUgVCPdVoHcT1xSjEeaEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DyUgVCPdVoHcT1xSjEeaEw,51.510757,-0.124054,16 Henrietta Street,,,London,WC2E 8QH,GB,XGL,"16 Henrietta Street, London WC2E 8QH",,,french,French
36,mamies-london,+44 20 7836 7216,1086.857499,qF2hV5EPB1HLawqYDQZbeQ,https://s3-media2.fl.yelpcdn.com/bphoto/TPUoMRoNGlIm1UTU2n2BEw/o.jpg,MAMIES,4.42078E+11,££,4.5,24,https://www.yelp.com/biz/mamies-london?adjust_creative=DyUgVCPdVoHcT1xSjEeaEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DyUgVCPdVoHcT1xSjEeaEw,51.51248,-0.120481,19 Catherine Street,,,London,WC2B 5JS,GB,XGL,"19 Catherine Street, London WC2B 5JS","{alias: french, title: French}",,creperies,Creperies
37,cây-tre-london-4,+44 20 7317 9118,276.0718785,OVZWYNVPVgrTulFRL0dXCQ,https://s3-media1.fl.yelpcdn.com/bphoto/nXm0mC2Uw-jsG0V-ntwkQw/o.jpg,Cây Tre,4.42073E+11,££,3.5,107,https://www.yelp.com/biz/c%C3%A2y-tre-london-4?adjust_creative=DyUgVCPdVoHcT1xSjEeaEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DyUgVCPdVoHcT1xSjEeaEw,51.51327896,-0.132064,42-43 Dean Street,,,London,W1D 4PZ,GB,XGL,"42-43 Dean Street, London W1D 4PZ","{alias: noodles, title: Noodles}",,vietnamese,Vietnamese
38,the-five-fields-london,+44 20 7838 1082,2931.693249,paHFttEUtX3NSgC_80a_Yw,https://s3-media1.fl.yelpcdn.com/bphoto/nj1o-GNprBQOIBkuP9CYmQ/o.jpg,The Five Fields,4.42078E+11,££££,5,18,https://www.yelp.com/biz/the-five-fields-london?adjust_creative=DyUgVCPdVoHcT1xSjEeaEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DyUgVCPdVoHcT1xSjEeaEw,51.4916609,-0.1611916,8-9 Blacklands Terrace,,,London,SW3 2SP,GB,XGL,"8-9 Blacklands Terrace, London SW3 2SP","{alias: modern_european, title: Modern European}",,british,British
39,nandos-london-104,+44 20 7259 2544,4597.257747,jNfCnG_YyY-UsJoi7KZHgw,https://s3-media1.fl.yelpcdn.com/bphoto/PyvpaGLt0PcYREP6Q7tuHQ/o.jpg,Nandos,4.42073E+11,££,4,65,https://www.yelp.com/biz/nandos-london-104?adjust_creative=DyUgVCPdVoHcT1xSjEeaEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DyUgVCPdVoHcT1xSjEeaEw,51.49259132,-0.193867563,204 Earls Court Road,Earls Court,,London,SW5 9QF,GB,XGL,"204 Earls Court Road, Earls Court, London SW5 9QF","{alias: chickenshop, title: Chicken Shop}",,portuguese,Portuguese
40,arepa-and-co-haggerston-london,+44 20 7923 3507,4720.915895,#NAME?,https://s3-media2.fl.yelpcdn.com/bphoto/AEg9VsIHJPyUM_OP0twqZg/o.jpg,Arepa & Co - Haggerston,4.42079E+11,££,4,43,https://www.yelp.com/biz/arepa-and-co-haggerston-london?adjust_creative=DyUgVCPdVoHcT1xSjEeaEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DyUgVCPdVoHcT1xSjEeaEw,51.5373195,-0.0802071,58A De Beauvoir Cresent,Haggerston,,London,N1 5SB,GB,XGL,"58A De Beauvoir Cresent, Haggerston, London N1 5SB","{alias: breakfast_brunch, title: Breakfast & Brunch}","{alias: sandwiches, title: Sandwiches}",latin,Latin American
